id,name,amount,sales_stage,probability,city,state,country,lead_source,lost_reason,closed_date,expected_closed_date,assigned_user_id,created_at,updated_at,deleted_at
ac55517c-b1e4-4725-94cd-92c0c5515122,"Memon, Srinivas and Bora CRM Deal",233109,Closed Won,100,Delhi,Delhi,India,LinkedIn,,2026-03-04,2026-05-26,a479e5cf-9f94-4433-ad29-445f2f57265f,2026-04-02 06:52:17,2026-05-16 13:51:15.182264,
14d25618-b059-4bec-8cb4-339d11e80e13,"Batra, Gokhale and Tailor CRM Deal",365220,Proposal,40,Delhi,Delhi,India,Referral,,,2026-06-12,b6493aae-776e-4baa-a4f2-3d0a8ebbd3a3,2026-01-17 03:27:26,2026-05-16 13:51:15.182352,
b4116043-d81d-4097-a12c-d84e5edb267c,"Dhawan, Kata and Bali CRM Deal",471257,Closed Won,100,Delhi,Delhi,India,LinkedIn,,2025-11-20,2026-05-19,5adbfff5-e09e-439c-ac07-42c4619ce4f5,2026-02-16 22:27:30,2026-05-16 13:51:15.182465,
8699d919-5832-42aa-936d-5ecfffb7d5f2,"Korpal, Deol and Wadhwa CRM Deal",95322,Closed Won,100,Nashik,Maharashtra,India,Website,,2026-03-07,2026-05-17,6f9c7382-0bb3-450e-aef4-dc8380654217,2025-12-29 23:43:58,2026-05-16 13:51:15.182579,
35b12c89-9e23-43e0-b7bc-b6009f24218d,"Gupta, Mukherjee and Nayar CRM Deal",260719,Closed Won,100,Mumbai,Maharashtra,India,Referral,,2025-11-26,2026-05-18,13815ae1-d9c7-4b60-877c-5b354527caac,2026-05-04 20:10:12,2026-05-16 13:51:15.182692,
30cb011e-eff0-475a-a06d-42ac6773287a,Bose Group CRM Deal,349856,Closed Won,100,Pune,Maharashtra,India,Website,,2026-04-17,2026-06-04,3c2514fb-429d-444a-bc6c-7c4a2ce757be,2026-01-29 14:31:36,2026-05-16 13:51:15.182804,
53982682-25e9-47f8-bef3-9171053bbc0f,"Ganesan, Mallick and Gokhale CRM Deal",464821,Closed Won,100,Bangalore,Karnataka,India,IndiaMART,,2026-03-22,2026-06-07,fca4d392-94e8-47e1-bdb4-3dca1cb88b3a,2025-11-26 20:52:22,2026-05-16 13:51:15.182919,
29f180e8-0ca5-4470-b4b3-56392202523f,"Grewal, Dutt and Mitter CRM Deal",151168,Closed Won,100,Nashik,Maharashtra,India,Referral,,2026-04-14,2026-06-07,e441befa-88af-4f32-a4b7-caa2f90837a6,2026-03-30 03:59:04,2026-05-16 13:51:15.183036,
2e7ef095-4d4d-43c7-9d7a-cc6e2deddd8a,Khare-Saraf CRM Deal,259383,Closed Lost,79,Chennai,Tamil Nadu,India,Website,,,2026-05-30,85cb5067-c9a3-4ea0-b695-f80c7e19abf2,2026-04-21 07:18:19,2026-05-16 13:51:15.183120,
50f4db9b-fdb7-4b93-af16-b9b8bfc3f5f0,Buch PLC CRM Deal,378878,Closed Won,100,Surat,Gujarat,India,IndiaMART,,2026-05-01,2026-06-04,7a1b7ad6-e2d2-4e32-9902-ba4caebc581d,2026-02-12 02:57:50,2026-05-16 13:51:15.183235,
a38ed1aa-8797-4480-a3e9-048634124375,Sharaf LLC CRM Deal,169204,Proposal,29,Chennai,Tamil Nadu,India,Referral,,,2026-05-22,0c6634a5-fb54-4e6c-91ef-7ec0e2cc3378,2026-04-27 00:17:19,2026-05-16 13:51:15.183319,
c5cd5223-9695-4c46-8059-7bf28b247348,Vasa-Wali CRM Deal,238412,Negotiation,75,Chennai,Tamil Nadu,India,Website,,,2026-06-05,404d7654-52ae-4333-91d7-753b4d63789e,2025-12-04 02:58:20,2026-05-16 13:51:15.183402,
1df4b7c3-6306-4bbf-9982-2b90856c68c9,Raj-Balasubramanian CRM Deal,147879,Closed Lost,61,Bangalore,Karnataka,India,IndiaMART,,,2026-05-28,95287636-f2f6-4a35-8af3-a9fe68a5d1c0,2026-03-18 09:08:05,2026-05-16 13:51:15.183486,
1de022a6-bcfc-4127-a11a-0559f2c51eec,"Balan, Anne and Andra CRM Deal",157114,Negotiation,44,Surat,Gujarat,India,LinkedIn,,,2026-06-09,6f9c7382-0bb3-450e-aef4-dc8380654217,2026-03-26 11:13:54,2026-05-16 13:51:15.183657,
af80336d-24dd-4aa8-91db-d82df7b1103e,Tak Inc CRM Deal,107310,Negotiation,59,Nashik,Maharashtra,India,JustDial,,,2026-06-09,5adbfff5-e09e-439c-ac07-42c4619ce4f5,2025-12-04 00:34:26,2026-05-16 13:51:15.183824,
cb3a3fe7-6c1d-42ea-a783-731f030904a2,Borra LLC CRM Deal,102098,Closed Won,100,Ahmedabad,Gujarat,India,JustDial,,2025-12-25,2026-06-05,f8ad7ff5-bd31-4f9e-934f-a32327b5c155,2026-04-10 01:43:31,2026-05-16 13:51:15.184016,
01ae93fe-5f04-42d0-a313-cf2ad1bdfd0d,"Kade, Chawla and Sawhney CRM Deal",170325,Closed Won,100,Pune,Maharashtra,India,IndiaMART,,2026-02-08,2026-06-14,e441befa-88af-4f32-a4b7-caa2f90837a6,2026-01-23 15:09:26,2026-05-16 13:51:15.184183,
8dc0121f-23ea-47de-86cb-7a5fde0394e2,"Comar, Boase and Kar CRM Deal",458836,Negotiation,29,Bangalore,Karnataka,India,Website,,,2026-06-02,fca4d392-94e8-47e1-bdb4-3dca1cb88b3a,2025-12-24 12:34:01,2026-05-16 13:51:15.184309,
875dbc5a-e796-4135-9830-23719059c569,Chada and Sons CRM Deal,305082,Closed Won,100,Pune,Maharashtra,India,Website,,2026-02-15,2026-05-18,b6493aae-776e-4baa-a4f2-3d0a8ebbd3a3,2026-03-13 22:23:49,2026-05-16 13:51:15.184506,
a20e095e-d65b-41ae-a54e-a34dc32221e2,Goswami Ltd CRM Deal,496243,Closed Won,100,Nashik,Maharashtra,India,Referral,,2025-12-30,2026-06-03,fca4d392-94e8-47e1-bdb4-3dca1cb88b3a,2026-01-29 10:57:01,2026-05-16 13:51:15.184705,
428a8127-5c6f-41c2-affb-8c65ee256e34,Rastogi Inc CRM Deal,396327,Negotiation,76,Nashik,Maharashtra,India,JustDial,,,2026-05-22,f9140f89-9c0b-4ce1-8467-c50ef091fb7a,2026-02-09 03:59:04,2026-05-16 13:51:15.184892,
bb3a0f23-248b-442a-ab8f-5a8bff4f6a21,"Pradhan, Kulkarni and Bail CRM Deal",331795,Proposal,29,Pune,Maharashtra,India,LinkedIn,,,2026-05-27,3c2514fb-429d-444a-bc6c-7c4a2ce757be,2026-03-14 11:23:24,2026-05-16 13:51:15.185020,
bd482631-5d4c-4cba-ac81-a04aec2ca5de,Baral and Sons CRM Deal,385041,Closed Won,100,Kochi,Kerala,India,LinkedIn,,2025-12-19,2026-06-02,560f2adc-162e-473b-8cd1-0546376e74e9,2025-11-21 03:40:28,2026-05-16 13:51:15.185160,
bff96162-77ea-4358-b1d0-cf8798f08055,Lalla Ltd CRM Deal,408924,Closed Won,100,Hyderabad,Telangana,India,Website,,2025-11-26,2026-06-08,a5499ef3-1ed0-4e7d-b2d8-5e51f825a648,2026-05-07 01:19:34,2026-05-16 13:51:15.185271,
44122b68-b3e0-4900-80bb-48f41fac5fc4,Setty-Rattan CRM Deal,357323,Negotiation,79,Ahmedabad,Gujarat,India,IndiaMART,,,2026-05-22,e43d49a0-a034-48f7-8094-69c8ec022f41,2026-04-25 11:54:56,2026-05-16 13:51:15.185354,
761c4721-5cfd-480a-a2b0-c9f160b2915a,Oommen-Menon CRM Deal,120858,Closed Lost,30,Surat,Gujarat,India,IndiaMART,,,2026-06-06,a479e5cf-9f94-4433-ad29-445f2f57265f,2026-04-30 13:13:56,2026-05-16 13:51:15.185438,
b358df7b-023e-49db-84a9-2131e4fd712f,Varty Ltd CRM Deal,120636,Proposal,37,Ahmedabad,Gujarat,India,Referral,,,2026-06-11,7a1b7ad6-e2d2-4e32-9902-ba4caebc581d,2026-03-05 07:39:13,2026-05-16 13:51:15.185520,
94127707-debb-43d7-95d6-6785c838418a,Bhatia PLC CRM Deal,375138,Proposal,37,Bangalore,Karnataka,India,Referral,,,2026-06-11,7a1b7ad6-e2d2-4e32-9902-ba4caebc581d,2026-01-09 18:51:04,2026-05-16 13:51:15.185614,
030e3fe1-66b7-44c2-aff0-9afbf53c22a4,Upadhyay-Kurian CRM Deal,312029,Closed Lost,41,Delhi,Delhi,India,Referral,,,2026-06-03,0c6634a5-fb54-4e6c-91ef-7ec0e2cc3378,2026-04-23 16:51:25,2026-05-16 13:51:15.185699,
f01d94b2-2222-4718-9136-3183b49efd74,Kakar-Bose CRM Deal,234478,Proposal,64,Bangalore,Karnataka,India,Website,,,2026-05-31,a5499ef3-1ed0-4e7d-b2d8-5e51f825a648,2026-02-02 22:30:49,2026-05-16 13:51:15.185782,
bbb207c3-db86-4025-82bf-6cc16d548261,Mane Ltd CRM Deal,344711,Closed Won,100,Ahmedabad,Gujarat,India,Referral,,2025-11-17,2026-05-18,95287636-f2f6-4a35-8af3-a9fe68a5d1c0,2026-04-08 01:36:31,2026-05-16 13:51:15.185894,
93079eb2-3a57-4024-a259-5b6d6575f0c6,Shan-Mital CRM Deal,273039,Proposal,30,Pune,Maharashtra,India,Referral,,,2026-06-11,560f2adc-162e-473b-8cd1-0546376e74e9,2026-02-24 22:30:37,2026-05-16 13:51:15.185979,
2a93ff79-cfe4-4a2a-ac11-3df0692fbe5b,"Dhar, Singhal and Merchant CRM Deal",330881,Closed Lost,57,Ahmedabad,Gujarat,India,JustDial,,,2026-05-27,42050019-05f0-4de7-b45b-cea5eda7386f,2026-03-23 03:25:52,2026-05-16 13:51:15.186068,
6e1b4a85-7346-46fb-bd16-e9ff386f1e6c,Bath Inc CRM Deal,152808,Closed Lost,68,Mumbai,Maharashtra,India,Website,,,2026-05-25,560f2adc-162e-473b-8cd1-0546376e74e9,2026-03-02 08:48:57,2026-05-16 13:51:15.186152,
be752518-b691-4a8c-bf76-b675b1353551,"Pandya, Kothari and Mittal CRM Deal",87039,Closed Won,100,Chennai,Tamil Nadu,India,Referral,,2026-01-11,2026-05-21,f8ad7ff5-bd31-4f9e-934f-a32327b5c155,2026-02-16 04:48:12,2026-05-16 13:51:15.186268,
ceb4963b-9b37-42b2-97bc-53b41963b3ea,"Nagarajan, Dani and Zacharia CRM Deal",246471,Negotiation,58,Surat,Gujarat,India,LinkedIn,,,2026-05-20,6f9c7382-0bb3-450e-aef4-dc8380654217,2026-02-23 06:23:43,2026-05-16 13:51:15.186355,
0f98dfda-1e32-4271-8e32-966798b63aec,Halder-Hegde CRM Deal,212735,Proposal,68,Bangalore,Karnataka,India,IndiaMART,,,2026-05-28,a5499ef3-1ed0-4e7d-b2d8-5e51f825a648,2026-01-13 18:20:29,2026-05-16 13:51:15.186438,
1b0f95e7-a34a-476a-baae-bb8923913f94,"Dani, Bakshi and Doctor CRM Deal",253405,Closed Won,100,Mumbai,Maharashtra,India,IndiaMART,,2026-04-02,2026-05-21,f8ad7ff5-bd31-4f9e-934f-a32327b5c155,2026-01-22 07:57:33,2026-05-16 13:51:15.186552,
02ebee8c-0984-4f0e-99f7-66679a730a4d,Merchant Inc CRM Deal,268120,Negotiation,69,Chennai,Tamil Nadu,India,Website,,,2026-05-17,f9140f89-9c0b-4ce1-8467-c50ef091fb7a,2026-05-01 01:03:18,2026-05-16 13:51:15.186635,
e17e9e47-b977-4a08-aecd-cefef8a994bc,Bail-Palla CRM Deal,475713,Negotiation,58,Nashik,Maharashtra,India,Website,,,2026-05-30,616ac0bf-be55-4a3c-aa34-f023ca00068f,2026-02-14 05:02:28,2026-05-16 13:51:15.186771,
c694c5cc-de7a-443e-afdd-251f23fb2352,"Yohannan, Ganguly and Raghavan CRM Deal",431024,Closed Lost,31,Kochi,Kerala,India,IndiaMART,,,2026-05-31,3c2514fb-429d-444a-bc6c-7c4a2ce757be,2026-01-08 14:51:39,2026-05-16 13:51:15.186886,
031a04fb-550b-41d4-8624-c9496609ad77,"Goda, Walia and Ramakrishnan CRM Deal",155715,Proposal,35,Chennai,Tamil Nadu,India,LinkedIn,,,2026-05-19,7a1b7ad6-e2d2-4e32-9902-ba4caebc581d,2026-03-19 14:41:44,2026-05-16 13:51:15.186972,
68be1299-a0c3-4b19-aef6-695f82c5a4ec,"Date, Barman and Chacko CRM Deal",134980,Proposal,30,Mumbai,Maharashtra,India,IndiaMART,,,2026-05-22,a479e5cf-9f94-4433-ad29-445f2f57265f,2026-03-23 03:45:39,2026-05-16 13:51:15.187059,
cf0a2f3e-0e2e-4f06-9558-fc43a92f094a,"Bala, Chakraborty and Mital CRM Deal",162472,Proposal,46,Delhi,Delhi,India,LinkedIn,,,2026-06-09,3c2514fb-429d-444a-bc6c-7c4a2ce757be,2026-03-18 05:20:09,2026-05-16 13:51:15.187156,
449ee12d-43ce-49d4-8322-9a9da9bd9370,"Chaudhry, Yohannan and Luthra CRM Deal",349421,Proposal,75,Chennai,Tamil Nadu,India,Referral,,,2026-05-25,560f2adc-162e-473b-8cd1-0546376e74e9,2026-01-16 12:04:04,2026-05-16 13:51:15.187243,
4e5f7d63-2ae4-42cc-9593-f991f10c9cdf,Bhalla Ltd CRM Deal,269617,Closed Won,100,Surat,Gujarat,India,Referral,,2026-03-10,2026-05-22,566164f0-b746-41f4-b85a-4806de2c294b,2026-03-01 20:46:22,2026-05-16 13:51:15.187353,
7c192162-fd1c-4635-9876-85f3cc29b1a6,Vala-Kota CRM Deal,378779,Negotiation,38,Chennai,Tamil Nadu,India,LinkedIn,,,2026-05-17,566164f0-b746-41f4-b85a-4806de2c294b,2026-01-12 05:27:55,2026-05-16 13:51:15.187435,
265d33db-15b2-4d76-9650-047c83f82270,Venkataraman-Kalla CRM Deal,203128,Negotiation,31,Mumbai,Maharashtra,India,JustDial,,,2026-06-14,8daeff47-fa6c-4ca6-a276-681e87f1e034,2026-05-08 20:04:58,2026-05-16 13:51:15.187522,
4b7a93a8-7577-4148-a2e2-e0fb536bafad,Kapoor-Sehgal CRM Deal,311782,Negotiation,24,Nashik,Maharashtra,India,LinkedIn,,,2026-05-20,a5499ef3-1ed0-4e7d-b2d8-5e51f825a648,2026-04-28 12:25:56,2026-05-16 13:51:15.187616,
96228a10-2495-472c-ace4-390629c7cd81,"Garg, Zachariah and Memon CRM Deal",280939,Closed Won,100,Delhi,Delhi,India,Website,,2026-05-04,2026-06-14,08bef480-7ca7-4624-9756-6860f8fe8ba5,2026-02-13 22:12:13,2026-05-16 13:51:15.187732,
55d43540-abcb-42fd-a278-669be7aef607,"Palan, Kumer and Dalal CRM Deal",367656,Proposal,31,Hyderabad,Telangana,India,IndiaMART,,,2026-05-23,f9140f89-9c0b-4ce1-8467-c50ef091fb7a,2026-02-20 15:45:34,2026-05-16 13:51:15.187818,
5229bb57-5efb-40de-878b-74cc6ec1f683,Pal-Vala CRM Deal,89546,Negotiation,30,Chennai,Tamil Nadu,India,LinkedIn,,,2026-05-27,f8ad7ff5-bd31-4f9e-934f-a32327b5c155,2025-12-01 13:09:50,2026-05-16 13:51:15.187900,
760df86b-16bc-42ba-b29c-30a4910271f1,"Choudhary, Mahajan and Ram CRM Deal",248952,Closed Won,100,Hyderabad,Telangana,India,IndiaMART,,2026-02-08,2026-05-16,e441befa-88af-4f32-a4b7-caa2f90837a6,2026-05-15 11:35:28,2026-05-16 13:51:15.188017,
60b02ad1-7f0a-47f0-8136-9bfef8f2fade,Guha and Sons CRM Deal,111504,Closed Won,100,Kochi,Kerala,India,LinkedIn,,2026-02-21,2026-06-13,7a1b7ad6-e2d2-4e32-9902-ba4caebc581d,2025-12-29 06:43:45,2026-05-16 13:51:15.188131,
a862ec14-ae03-4e98-b414-e05d3fcf5ee5,Taneja-Ray CRM Deal,396587,Proposal,66,Ahmedabad,Gujarat,India,LinkedIn,,,2026-06-01,616ac0bf-be55-4a3c-aa34-f023ca00068f,2026-05-15 09:59:10,2026-05-16 13:51:15.188215,
dbeb0847-d759-49f3-bccb-036f887942f1,Vora PLC CRM Deal,179172,Negotiation,41,Bangalore,Karnataka,India,LinkedIn,,,2026-06-09,e441befa-88af-4f32-a4b7-caa2f90837a6,2026-02-07 07:19:06,2026-05-16 13:51:15.188299,
462c76bc-17c5-490f-83d3-d5ebe9cd071a,Kannan-Kulkarni CRM Deal,407650,Proposal,33,Surat,Gujarat,India,Website,,,2026-05-25,5adbfff5-e09e-439c-ac07-42c4619ce4f5,2026-02-25 11:05:42,2026-05-16 13:51:15.188383,
06f0042d-f744-4aba-aaf5-082ae4805769,Saraf-Thaker CRM Deal,491384,Closed Won,100,Mumbai,Maharashtra,India,JustDial,,2025-12-10,2026-05-30,8daeff47-fa6c-4ca6-a276-681e87f1e034,2025-12-23 13:30:23,2026-05-16 13:51:15.188494,
4eb76bcb-9d0d-4930-b4ed-5f59f3525bed,Nigam PLC CRM Deal,184291,Proposal,59,Kochi,Kerala,India,Referral,,,2026-05-17,616ac0bf-be55-4a3c-aa34-f023ca00068f,2026-02-09 17:42:12,2026-05-16 13:51:15.188577,
50fdf6d1-8015-4ba9-a719-06b444df6518,"Pingle, Chaudhari and Taneja CRM Deal",425620,Closed Won,100,Pune,Maharashtra,India,LinkedIn,,2025-11-26,2026-05-25,fca4d392-94e8-47e1-bdb4-3dca1cb88b3a,2026-01-18 16:41:19,2026-05-16 13:51:15.188694,
e7027a63-a82c-4d98-975f-213fae4249aa,Lad Inc CRM Deal,143321,Negotiation,65,Bangalore,Karnataka,India,Website,,,2026-06-13,6f9c7382-0bb3-450e-aef4-dc8380654217,2026-02-11 14:36:37,2026-05-16 13:51:15.188779,
11d9d9eb-4aaf-4bff-a022-141611552e0d,Barad PLC CRM Deal,39092,Closed Won,100,Ahmedabad,Gujarat,India,LinkedIn,,2026-01-10,2026-06-11,7a1b7ad6-e2d2-4e32-9902-ba4caebc581d,2026-02-04 21:11:19,2026-05-16 13:51:15.188892,
68b19bdc-b273-45cb-ac08-0fe1d622fdeb,Shan LLC CRM Deal,50581,Closed Won,100,Delhi,Delhi,India,Website,,2025-12-02,2026-06-14,f8ad7ff5-bd31-4f9e-934f-a32327b5c155,2025-12-01 09:00:31,2026-05-16 13:51:15.189001,
3a7adac5-3ea9-47ed-a537-0006287c2da3,Bhavsar-Seth CRM Deal,300638,Closed Lost,44,Bangalore,Karnataka,India,Website,,,2026-05-29,42050019-05f0-4de7-b45b-cea5eda7386f,2025-12-31 05:17:01,2026-05-16 13:51:15.189090,
abd7accc-928a-4cd0-949a-38e87b931a80,Bath LLC CRM Deal,195313,Negotiation,41,Bangalore,Karnataka,India,LinkedIn,,,2026-06-03,f8ad7ff5-bd31-4f9e-934f-a32327b5c155,2026-02-07 08:35:59,2026-05-16 13:51:15.189173,
b40bcf79-1c7b-48dc-81e6-8808b3d325f8,"Shah, Tiwari and Keer CRM Deal",345077,Proposal,75,Chennai,Tamil Nadu,India,LinkedIn,,,2026-06-06,13815ae1-d9c7-4b60-877c-5b354527caac,2026-05-07 22:00:25,2026-05-16 13:51:15.189259,
cc478eb6-40fc-43a6-aad7-ac1d2a153203,Ramanathan Inc CRM Deal,382511,Negotiation,78,Chennai,Tamil Nadu,India,Website,,,2026-05-30,95287636-f2f6-4a35-8af3-a9fe68a5d1c0,2026-03-26 02:24:57,2026-05-16 13:51:15.189343,
0824cab6-b633-4763-ba1b-3664f91a72b5,Tak-Arora CRM Deal,425506,Proposal,68,Mumbai,Maharashtra,India,Website,,,2026-06-12,e75d85fc-9d80-421a-aa90-2624363de215,2026-02-20 20:48:27,2026-05-16 13:51:15.189426,
11728b88-9ec7-4aa4-ad57-f7c5e19f0a83,Shan-Venkatesh CRM Deal,447861,Negotiation,51,Ahmedabad,Gujarat,India,LinkedIn,,,2026-06-06,0ef691cb-a3b6-4c00-93f4-b28b0fe40706,2025-12-11 02:24:25,2026-05-16 13:51:15.189509,
51f3345c-968e-4f7f-8a9b-c7db59d045ec,"Shah, Dalal and Sant CRM Deal",337469,Negotiation,52,Delhi,Delhi,India,IndiaMART,,,2026-05-22,f9140f89-9c0b-4ce1-8467-c50ef091fb7a,2026-02-12 23:42:00,2026-05-16 13:51:15.189606,
359b9dcf-9b63-42da-85d4-252a0dc84eae,"Garde, Magar and Tara CRM Deal",148355,Closed Won,100,Surat,Gujarat,India,Referral,,2026-01-28,2026-05-31,e75d85fc-9d80-421a-aa90-2624363de215,2025-12-16 11:26:15,2026-05-16 13:51:15.189721,
e1d5a052-f9fa-44ed-ac98-89d0492062ee,Rajagopalan LLC CRM Deal,224224,Closed Won,100,Pune,Maharashtra,India,Referral,,2026-02-16,2026-06-14,404d7654-52ae-4333-91d7-753b4d63789e,2026-04-02 11:54:14,2026-05-16 13:51:15.189833,
1acd2937-b67c-4d81-9b2b-dfdcba72cd6b,Samra-Saran CRM Deal,467470,Closed Lost,20,Surat,Gujarat,India,LinkedIn,,,2026-06-07,5adbfff5-e09e-439c-ac07-42c4619ce4f5,2026-03-10 19:37:16,2026-05-16 13:51:15.189916,
e583b962-2be4-4a36-8aa0-ae1d9120d0cf,Subramanian-Muni CRM Deal,380252,Proposal,25,Kochi,Kerala,India,Website,,,2026-06-08,5adbfff5-e09e-439c-ac07-42c4619ce4f5,2025-12-18 05:29:32,2026-05-16 13:51:15.190005,
d7df552f-7fe4-494c-ad46-b0a817911596,Nazareth-Lad CRM Deal,491551,Closed Lost,37,Mumbai,Maharashtra,India,Website,,,2026-06-09,7a1b7ad6-e2d2-4e32-9902-ba4caebc581d,2025-11-21 11:46:12,2026-05-16 13:51:15.190088,
c75d93a1-6318-4669-ae1f-1ae2b5579b53,"Keer, Tiwari and Pau CRM Deal",490154,Closed Won,100,Mumbai,Maharashtra,India,IndiaMART,,2026-03-24,2026-05-26,e43d49a0-a034-48f7-8094-69c8ec022f41,2026-04-27 13:04:51,2026-05-16 13:51:15.190202,
b9ae0542-c6ff-490c-b859-ac45aacef792,Bhatt Group CRM Deal,432324,Negotiation,63,Hyderabad,Telangana,India,IndiaMART,,,2026-05-22,85cb5067-c9a3-4ea0-b695-f80c7e19abf2,2026-01-05 15:18:21,2026-05-16 13:51:15.190285,
88e61198-388e-49e2-aa4f-1ea5574d6bf5,Rana Ltd CRM Deal,294462,Closed Won,100,Bangalore,Karnataka,India,IndiaMART,,2026-05-10,2026-06-13,b6493aae-776e-4baa-a4f2-3d0a8ebbd3a3,2026-04-24 23:33:23,2026-05-16 13:51:15.190397,
cf4df5b9-87be-4ed5-a4f7-6149f725f50d,Saini and Sons CRM Deal,244218,Closed Won,100,Delhi,Delhi,India,JustDial,,2026-03-07,2026-05-23,95287636-f2f6-4a35-8af3-a9fe68a5d1c0,2025-12-09 06:11:59,2026-05-16 13:51:15.190510,
a1309a8a-6145-49be-93b4-78680e3880cd,Gala-Menon CRM Deal,425890,Negotiation,74,Mumbai,Maharashtra,India,LinkedIn,,,2026-05-17,0c6634a5-fb54-4e6c-91ef-7ec0e2cc3378,2026-01-03 23:01:52,2026-05-16 13:51:15.190594,
d101cbe4-aa62-449d-8507-6bd29711e8b9,Gera LLC CRM Deal,406171,Negotiation,39,Nashik,Maharashtra,India,Referral,,,2026-06-02,0c6634a5-fb54-4e6c-91ef-7ec0e2cc3378,2026-04-20 20:15:18,2026-05-16 13:51:15.190677,
0a47f4cc-4ce2-46c6-bb5e-02e7e8ff7251,"Minhas, Mani and Singh CRM Deal",461672,Closed Won,100,Nashik,Maharashtra,India,Website,,2025-11-24,2026-05-26,e75d85fc-9d80-421a-aa90-2624363de215,2026-04-12 02:51:24,2026-05-16 13:51:15.190792,
2df43dac-8fd1-4883-bfd7-856bc8ef386d,Mannan-Singhal CRM Deal,71113,Closed Won,100,Kochi,Kerala,India,LinkedIn,,2025-12-21,2026-06-02,6f9c7382-0bb3-450e-aef4-dc8380654217,2026-04-25 05:54:06,2026-05-16 13:51:15.190903,
e798e5d4-2e70-4e5f-a4ad-04f7bc511107,Modi-Sharma CRM Deal,474820,Closed Won,100,Mumbai,Maharashtra,India,IndiaMART,,2025-11-17,2026-05-23,6f9c7382-0bb3-450e-aef4-dc8380654217,2026-05-07 06:37:52,2026-05-16 13:51:15.191017,
8b2d0450-91f2-4235-b0cc-fc8993991140,Ramaswamy-Varty CRM Deal,383316,Closed Won,100,Pune,Maharashtra,India,JustDial,,2026-04-19,2026-05-31,6f9c7382-0bb3-450e-aef4-dc8380654217,2026-04-14 17:30:10,2026-05-16 13:51:15.191129,
d8825058-5e58-4e1d-bd93-d04bfdc0b4ca,Gaba-Badami CRM Deal,90897,Negotiation,43,Pune,Maharashtra,India,LinkedIn,,,2026-06-05,7a1b7ad6-e2d2-4e32-9902-ba4caebc581d,2025-12-08 09:43:25,2026-05-16 13:51:15.191214,
291db109-41f9-43eb-85e5-cea404518452,Gade Group CRM Deal,474491,Closed Won,100,Bangalore,Karnataka,India,LinkedIn,,2026-02-11,2026-06-04,5adbfff5-e09e-439c-ac07-42c4619ce4f5,2026-05-02 21:32:37,2026-05-16 13:51:15.191330,
8da6a006-11db-4960-8179-739ca041a8cb,Lala PLC CRM Deal,425185,Closed Lost,36,Ahmedabad,Gujarat,India,Referral,,,2026-06-10,0ef691cb-a3b6-4c00-93f4-b28b0fe40706,2026-04-19 05:21:50,2026-05-16 13:51:15.191416,
b408b020-c4ec-46a7-a8e1-e915b2a82b1b,Gopal-Mahal CRM Deal,141525,Negotiation,68,Hyderabad,Telangana,India,LinkedIn,,,2026-05-21,8daeff47-fa6c-4ca6-a276-681e87f1e034,2026-03-31 16:55:33,2026-05-16 13:51:15.191518,
845af5c7-d075-4bcd-a717-a3e030c0a566,Bhatti Ltd CRM Deal,206318,Closed Lost,46,Surat,Gujarat,India,LinkedIn,,,2026-05-31,f8ad7ff5-bd31-4f9e-934f-a32327b5c155,2025-12-20 04:38:26,2026-05-16 13:51:15.191889,
0f54dcd1-bf01-4682-9098-b68fb4cf6873,Bose Group CRM Deal,383766,Closed Won,100,Mumbai,Maharashtra,India,JustDial,,2026-01-14,2026-05-18,404d7654-52ae-4333-91d7-753b4d63789e,2025-12-19 04:57:43,2026-05-16 13:51:15.192100,
d60f9171-7d33-4045-a3e5-e34c3c75730a,More-Choudhary CRM Deal,297370,Negotiation,56,Ahmedabad,Gujarat,India,Website,,,2026-05-17,5adbfff5-e09e-439c-ac07-42c4619ce4f5,2025-11-24 00:34:48,2026-05-16 13:51:15.192297,
93360246-552c-4da4-abc7-de597ca24b5b,Sane and Sons CRM Deal,400394,Proposal,45,Chennai,Tamil Nadu,India,JustDial,,,2026-05-21,08bef480-7ca7-4624-9756-6860f8fe8ba5,2026-02-06 04:24:02,2026-05-16 13:51:15.192449,
2d6ad275-4034-417d-9378-43314ac91876,Pal Inc CRM Deal,83135,Closed Won,100,Delhi,Delhi,India,Website,,2026-04-23,2026-05-28,85cb5067-c9a3-4ea0-b695-f80c7e19abf2,2026-02-07 11:09:32,2026-05-16 13:51:15.192648,
da4106ea-7384-45dc-8af7-4f7c5c5fc0d3,Madan Ltd CRM Deal,139628,Closed Lost,43,Bangalore,Karnataka,India,Website,,,2026-06-14,fca4d392-94e8-47e1-bdb4-3dca1cb88b3a,2026-04-02 03:32:01,2026-05-16 13:51:15.192821,
543d20c4-ee9e-4926-b565-866302c9463f,"Bail, Bhargava and Ranganathan CRM Deal",441177,Closed Lost,80,Mumbai,Maharashtra,India,IndiaMART,,,2026-05-31,b6493aae-776e-4baa-a4f2-3d0a8ebbd3a3,2026-03-05 15:06:41,2026-05-16 13:51:15.193020,
4e2f5698-b7fd-42ee-92f6-c53507028ed4,"Dubey, Acharya and Sawhney CRM Deal",116470,Negotiation,29,Pune,Maharashtra,India,JustDial,,,2026-05-31,7a1b7ad6-e2d2-4e32-9902-ba4caebc581d,2025-12-02 18:22:48,2026-05-16 13:51:15.193229,
